Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Cho, N.Y., Kim, S., Nowakowski, S., Shin, C., Suh, S.","57208149953; 57208144728; 23397981300; 7202571570; 57208368222","Sleep disturbance in women who undergo surgical menopause compared with women who experience natural menopause",2019,"Menopause (New York, N.Y.)",26,"4",,357,364,,,10.1097/GME.0000000000001257,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063970859&partnerID=40&md5=ad6ce3f044bca00eee3b64f0339e2d93",Article,Final,,Scopus,2-s2.0-85063970859
"Lockie, R.G., Orr, R.M., Moreno, M.R., Dawes, J.J., Dulla, J.M.","36964910000; 55762041500; 57193206613; 7101753239; 57204440465","Time spent working in custody influences work sample test battery performance of deputy sheriffs compared to recruits",2019,"International Journal of Environmental Research and Public Health",16,"7", 1108,,,,,10.3390/ijerph16071108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063967043&partnerID=40&md5=f532938b73a30162454998bb5d70fe74",Article,Final,Open Access,Scopus,2-s2.0-85063967043
"Zheng, X., Spatz, E.S., Bai, X., Huo, X., Ding, Q., Horak, P., Wu, X., Guan, W., Chow, C.K., Yan, X., Sun, Y., Wang, X., Zhang, H., Liu, J., Li, J., Li, X., Spertus, J.A., Masoudi, F.A., Krumholz, H.M.","48462010300; 6701858908; 57190736101; 57190743716; 55973486300; 57203307801; 57198468832; 57020816700; 57208606867; 57207233599; 57208525727; 57206604136; 57022078300; 55540530200; 55540708300; 56002624000; 55449276500; 35380974900; 55152053200","Effect of Text Messaging on Risk Factor Management in Patients With Coronary Heart Disease",2019,"Circulation. Cardiovascular quality and outcomes",12,"4",,e005616,,,,10.1161/CIRCOUTCOMES.119.005616,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065020920&partnerID=40&md5=92feac5e59e48cff0037473782b23835",Article,Final,,Scopus,2-s2.0-85065020920
"Porter, C.M., Wechsler, A.M., Naschold, F., Hime, S.J., Fox, L.","55440283400; 57208150351; 22948105500; 57208143921; 57193384325","Assessing health impacts of home food gardens with Wind River Indian Reservation families: Protocol for a randomised controlled trial",2019,"BMJ Open",9,"4", e022731,,,,,10.1136/bmjopen-2018-022731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063959578&partnerID=40&md5=9dac3b0ec182498ebbb98028d2c9ca72",Article,Final,Open Access,Scopus,2-s2.0-85063959578
"Lee, H.L., Kim, J.-S., Kim, H., Kim, I.S., Kim, J.-W., Kim, Y.-E., Koh, S.-B.","57202973906; 57203325846; 57195236444; 36077450500; 57208594274; 57208596213; 8573789300","Ultrasonography and electrophysiological study of median nerve in patients with essential tremor",2019,"PLoS ONE",14,"4", e0215750,,,,,10.1371/journal.pone.0215750,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065242125&partnerID=40&md5=5661cdba0f3f52a07044a1ce519503ae",Article,Final,Open Access,Scopus,2-s2.0-85065242125
"Delaloge, S., Cella, D., Ye, Y., Buyse, M., Chan, A., Barrios, C.H., Holmes, F.A., Mansi, J., Iwata, H., Ejlertsen, B., Moy, B., Chia, S.K.L., Gnant, M., Smichkoska, S., Ciceniene, A., Martinez, N., Filipović, S., Ben-Baruch, N.E., Joy, A.A., Langkjer, S.T., Senecal, F., de Boer, R.H., Moran, S., Yao, B., Bryce, R., Auerbach, A., Fallowfield, L., Martin, M.","6701521265; 7102638119; 57207380506; 7004958956; 55324926200; 56594579000; 7102700685; 7006312948; 7401885643; 57202517968; 6603569971; 7102725095; 57202594413; 12788680700; 54956600100; 56514770500; 35585012500; 6603949270; 7006141386; 6602679767; 6508247736; 57185075700; 57197827206; 57209973397; 56363619600; 57197830995; 57200376935; 7406970656","Effects of neratinib on health-related quality of life in women with HER2-positive early-stage breast cancer: longitudinal analyses from the randomized phase III ExteNET trial",2019,"Annals of oncology : official journal of the European Society for Medical Oncology",30,"4",,567,574,,2,10.1093/annonc/mdz016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062243680&partnerID=40&md5=f883203a000a4d6f6552e9f346078d1e",Article,Final,,Scopus,2-s2.0-85062243680
"Chan, W.","57193683901","The relationship among design parameters for statistical power between continuous and binomial outcomes in cluster randomized trials",2019,"Psychological Methods",24,"2",,179,195,,1,10.1037/met0000185,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049447589&partnerID=40&md5=56b3eab0725b009ab5cbc483e1d109a0",Article,Final,,Scopus,2-s2.0-85049447589
"Cho, A.-R., Moon, J.-Y., Kim, S., An, K.-Y., Oh, M., Jeon, J.Y., Jung, D.-H., Choi, M.H., Lee, J.-W.","36616306500; 15822612700; 55662416400; 57190173446; 57206833725; 8528565500; 35738919100; 7402093717; 55937353700","Effects of alternate day fasting and exercise on cholesterol metabolism in overweight or obese adults: A pilot randomized controlled trial",2019,"Metabolism: Clinical and Experimental",93,"",,52,60,,1,10.1016/j.metabol.2019.01.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060843319&partnerID=40&md5=9836935ed49fb9e4760657855ab83a96",Article,Final,,Scopus,2-s2.0-85060843319
"Neykov, M., Lu, J., Liu, H.","56324290900; 57190125146; 26642968600","Combinatorial inference for graphical models",2019,"Annals of Statistics",47,"2",,795,827,,1,10.1214/17-AOS1650,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060181294&partnerID=40&md5=b3798c1201fdb21b8f4236ada2c5b15a",Article,Final,,Scopus,2-s2.0-85060181294
"Lajunen, T.","56379061400","Cross-Cultural Evaluation of Antonovsky’s Orientation to Life Questionnaire: Comparison Between Australian, Finnish, and Turkish Young Adults",2019,"Psychological Reports",122,"2",,731,747,,,10.1177/0033294118765420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045046943&partnerID=40&md5=f5d87c42fbe6b9cc40a399dc71bcc261",Article,Final,,Scopus,2-s2.0-85045046943
"Curto-Manrique, J., Malpartida-Carrillo, V., Arriola-Guillén, L.E.","57209717734; 57209714324; 55980065100","Efficacy of the lift-the-lip technique for dental plaque removal in preschool children",2019,"Journal of Indian Society of Pedodontics and Preventive Dentistry",37,"2",,162,166,,,10.4103/JISPPD.JISPPD-274-18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068523836&partnerID=40&md5=c8bc8ac1472a8ffb65ef32ee7d5635a1",Article,Final,,Scopus,2-s2.0-85068523836
"Tesio, V., Rizzi, L., Jiang, T., Fronda, C., Lanotte, M., Castelli, L.","55623049300; 35365030300; 57209968728; 14051810000; 7006517508; 14019064300","Deep brain stimulation of the subthalamic nucleus in Parkinson's disease: Relationship between the electrode trajectory and cognitive decline",2019,"Parkinsonism and Related Disorders",61,"",,45,49,,,10.1016/j.parkreldis.2018.12.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058169519&partnerID=40&md5=db975450cd30cff2977bf9269cece541",Article,Final,,Scopus,2-s2.0-85058169519
"Tanewong, S.","57202008193","Metacognitive Pedagogical Sequence for Less-Proficient Thai EFL Listeners: A Comparative Investigation",2019,"RELC Journal",50,"1",,86,103,,,10.1177/0033688218754942,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046797476&partnerID=40&md5=d7d97baa693298f436efb917bee058f4",Article,Final,,Scopus,2-s2.0-85046797476
"Attilakos, A., Paschalidou, M., Garoufi, A., Tsirouda, M., Papadopoulou, A., Karalexi, M., Dinopoulos, A.","6508195563; 52664078900; 35547676000; 56108342300; 8572880700; 56623195000; 8869519900","Short-term and long-term effects of levetiracetam monotherapy on homocysteine metabolism in children with epilepsy: A prospective study",2019,"Journal of Clinical Neurology (Korea)",15,"2",,149,151,,,10.3988/jcn.2019.15.2.149,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067628358&partnerID=40&md5=d022d87fb597f4d9fd18a845c5f42f08",Article,Final,,Scopus,2-s2.0-85067628358
"Farberfarber, H.S., Herbst, C.M., Silverman, D., von Wachter, T.","57207702283; 22985417000; 8067647200; 16029906800","Whom do employers want? The role of recent employment and unemployment status and age",2019,"Journal of Labor Economics",37,"2",,323,349,,,10.1086/700184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062229406&partnerID=40&md5=45f99ad0dcafb3308cb54744b2dd42fb",Article,Final,,Scopus,2-s2.0-85062229406
"Shen, Y.-T., Wang, J.-W., Wang, M., Zhi, Y., Li, J.-Y., Yuan, Y.-S., Wang, X.-X., Zhang, H., Zhang, K.-Z.","57195974098; 57002140500; 57001518500; 57202013299; 57192071803; 55676507900; 57192075640; 57192489927; 55475003000","BST1 rs4698412 allelic variant increases the risk of gait or balance deficits in patients with Parkinson’s disease",2019,"CNS Neuroscience and Therapeutics",25,"4",,422,429,,2,10.1111/cns.13099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060615967&partnerID=40&md5=557a7fd54a99209fb2d1330fb71e4a11",Article,Final,Open Access,Scopus,2-s2.0-85060615967
"Upadhyaya, A., Shokeen, V., Srivastava, G.","56973773500; 56612063100; 57188593555","Exploring and ranking factors affecting currency counterfeiting using factor analysis and regression",2019,"International Journal of Business Analytics",6,"2",,91,107,,,10.4018/IJBAN.2019040105,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064565143&partnerID=40&md5=cbb1cc1472fc61ed338306badb9b3415",Article,Final,,Scopus,2-s2.0-85064565143
"Brown, K.M., Diez-Roux, A.V., Smith, J.A., Needham, B.L., Mukherjee, B., Ware, E.B., Liu, Y., Cole, S.W., Seeman, T.E., Kardia, S.L.R.","57208014724; 7004701264; 57210241891; 7003656844; 7202760576; 56580582400; 35435449700; 55237592900; 35417239400; 57209512896","Expression of socially sensitive genes: the multi-ethnic study of atherosclerosis",2019,"PLoS ONE",14,"4", e0214061,,,,,10.1371/journal.pone.0214061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064412046&partnerID=40&md5=668c7666b0297b3f11b14d4f04ac636e",Article,Final,Open Access,Scopus,2-s2.0-85064412046
"Mair, A., Poirier, M., Conway, M.A.","56385367700; 36537795000; 56946344100","Memory for staged events: Supporting older and younger adults’ memory with sensecam",2019,"Quarterly Journal of Experimental Psychology",72,"4",,717,728,,,10.1177/1747021818765038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063663519&partnerID=40&md5=402ad1d440adfa1684177faad1cd0195",Article,Final,,Scopus,2-s2.0-85063663519
"Poarch, G.J., Vanhove, J., Berthele, R.","54411177000; 55806492800; 26037945800","The effect of bidialectalism on executive function",2019,"International Journal of Bilingualism",23,"2",,612,628,,4,10.1177/1367006918763132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044963306&partnerID=40&md5=e24f05f7574768fe901d5066ffd789fc",Article,Final,,Scopus,2-s2.0-85044963306
"Matsumoto, M., Ishige, N., Sakamoto, A., Saito, A., Ikemoto, S.","57193751246; 57204730167; 57204725750; 57192368109; 7101853043","Nutrition knowledge related to breakfast skipping among Japanese adults aged 18-64 years: A cross-sectional study",2019,"Public Health Nutrition",22,"6",,1029,1036,,,10.1017/S1368980018003014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056838036&partnerID=40&md5=3b1ac993ef78a0e4bc7bbef8432fb3f0",Article,Final,,Scopus,2-s2.0-85056838036
"Ghomian, N., Vakilian, F., Shahri, B., Rostaminejad, V., Khadem-Rezaiyan, M.","55183613200; 37062153200; 56690508300; 55615157000; 35388579300","Can brain natriuretic peptide predict cardiovascular complications in severe preeclampsia? A case-control study",2019,"International Journal of Reproductive BioMedicine",17,"4",,271,278,,,10.18502/5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068015301&partnerID=40&md5=853e13e3e20c5a5707f44dde9210d85e",Article,Final,,Scopus,2-s2.0-85068015301
"Corrigan, P.W., Nieweglowski, K., Sayer, J.","56788845300; 57060366200; 57197868234","Self-stigma and the mediating impact of the “why try” effect on depression",2019,"Journal of Community Psychology",47,"3",,698,705,,,10.1002/jcop.22144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057832556&partnerID=40&md5=1c13f8f330a072d374a555f6cf6cc495",Article,Final,,Scopus,2-s2.0-85057832556
"Lu, J.","57118417800","Sharpening randomization-based causal inference for 2 <sup>2</sup> factorial designs with binary outcomes",2019,"Statistical Methods in Medical Research",28,"4",,1064,1078,,,10.1177/0962280217745720,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043480414&partnerID=40&md5=1dcc7260f95d77ba3cf02bd31b7602a5",Article,Final,,Scopus,2-s2.0-85043480414
"Oshin, L.A., Milan, S.","57188992413; 8219174600","My Strong, Black Daughter: Racial/Ethnic Differences in the Attributes Mothers Value for Their Daughters",2019,"Cultural Diversity and Ethnic Minority Psychology",25,"2",,179,187,,,10.1037/cdp0000206,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057570787&partnerID=40&md5=58af5073297df46aa50ab428e82bd6f6",Article,Final,,Scopus,2-s2.0-85057570787
"Jacobs, W., Schagen, S.B., Thijssen, M., Das, E.","57207315252; 35812983000; 57207298574; 24079494100","Preventing adverse information effects on health outcomes: A self-affirmation intervention reduced information-induced cognitive decline in gastrointestinal cancer patients",2019,"Social Science and Medicine",226,"",,47,55,,,10.1016/j.socscimed.2019.02.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062421684&partnerID=40&md5=ec8e784de7e2ac769dd4f866b0e671b4",Article,Final,,Scopus,2-s2.0-85062421684
"Shivy, V.A., Guion, D.B., Green, B.A., Wingate, J.A.","6603110867; 57206662949; 55883607900; 57206656496","INTUIT: A Career Decision-Making Intervention for Female Offenders in Reentry",2019,"Journal of Career Development",46,"2",,144,156,,,10.1177/0894845317731156,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061798421&partnerID=40&md5=c14ed7f88de4ec140c6a107fd85d8be7",Article,Final,,Scopus,2-s2.0-85061798421
"Li, Z., Coleman, J., D'Adamo, C.R., Wolf, J., Katlic, M., Ahuja, N., Blumberg, D., Ahuja, V.","57207777650; 7402804003; 23472558100; 57208099728; 56076050500; 7102411661; 7005300716; 36052292900","Operative Mortality Prediction for Primary Rectal Cancer: Age Matters",2019,"Journal of the American College of Surgeons",228,"4",,627,633,,,10.1016/j.jamcollsurg.2018.12.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062862683&partnerID=40&md5=9f01818ecdab5009935f9ec014514536",Article,Final,,Scopus,2-s2.0-85062862683
"Kiedrowski, L., Selya, A.","55915753100; 45861741800","Patterns of polysubstance use among non- hispanic white and American Indian/Alaska Native adolescents: An exploratory analysis",2019,"Preventing Chronic Disease",16,"4", 180108,,,,,10.5888/pcd16.180108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064327356&partnerID=40&md5=2aea43be9a9a84dde473831db6f86026",Article,Final,Open Access,Scopus,2-s2.0-85064327356
"Kleemans, M., Dohmen, R., Schlindwein, L.F., Tamboer, S.L., de Leeuw, R.N.H., Buijzen, M.","41661415200; 57194050727; 57194061592; 57202340303; 22834515700; 6506373454","Children’s cognitive responses to constructive television news",2019,"Journalism",20,"4",,568,582,,,10.1177/1464884918770540,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047955043&partnerID=40&md5=094e1f0a7f6a6d7e2e51a105eb2feea6",Article,Final,Open Access,Scopus,2-s2.0-85047955043
"Pavan, A., Contillo, A., Ghin, F., Foxwell, M.J., Mather, G.","7006647972; 37074435700; 56281533400; 57207951156; 7005494768","Limited Attention Diminishes Spatial Suppression From Large Field Glass Patterns",2019,"Perception",48,"4",,286,315,,,10.1177/0301006619835457,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063338607&partnerID=40&md5=ae3bbf2bdea553a8d2e2d69d8597b0f5",Article,Final,,Scopus,2-s2.0-85063338607
"Harel, D., McAllister, T.","56900862000; 55388205200","Multilevel models for communication sciences and disorders",2019,"Journal of Speech, Language, and Hearing Research",62,"4",,783,801,,,10.1044/2018_JSLHR-S-18-0075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064961734&partnerID=40&md5=e86d7a13862f1459220aca8eaa92090b",Article,Final,,Scopus,2-s2.0-85064961734
"Chawla, D., Joshi, H.","36184900900; 57031389000","Scale Development and Validation for Measuring the Adoption of Mobile Banking Services",2019,"Global Business Review",20,"2",,434,457,,,10.1177/0972150918825205,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065094385&partnerID=40&md5=428bfa9ee14cbffd26cffbe18a6fbb1f",Article,Final,,Scopus,2-s2.0-85065094385
"Aiswarya, G., Krishnan, J.","57195360778; 55489509400","Brand perception: How is it created? how does it affect the buying process? an empirical analysis on apparel brands",2019,"International Journal of Innovative Technology and Exploring Engineering",8,"6",,500,504,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067350631&partnerID=40&md5=b65f4ea86bd896b6ddec09581e1991a1",Article,Final,,Scopus,2-s2.0-85067350631
"Cockx, B., Picchio, M., Baert, S.","6506921911; 35307917300; 55746145800","Modeling the effects of grade retention in high school",2019,"Journal of Applied Econometrics",34,"3",,403,424,,,10.1002/jae.2670,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058690578&partnerID=40&md5=654e1ea70a40fe990fb3d6019275c5bd",Article,Final,,Scopus,2-s2.0-85058690578
"Tan, X., Cedernaes, J., Risérus, U., Benedict, C.","56003722500; 24166596700; 6602606601; 57207807345","Lack of association between self‐reported insomnia symptoms and clamp-derived insulin sensitivity in elderly men",2019,"Psychoneuroendocrinology",102,"",,256,260,,,10.1016/j.psyneuen.2018.12.227,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059067257&partnerID=40&md5=4f8714de7f583111e5f8ab8d426f9e8a",Article,Final,Open Access,Scopus,2-s2.0-85059067257
"Nowak, S., Waindzoch, K., Świerszcz, S., Niemczyk, M., Spałek, K., Nowak, A.","7103364308; 57205157329; 57188960395; 57205157603; 55919224400; 7201665040","Crop density rather than ruderal plants explains the response of ancient segetal weeds",2019,"Biologia",74,"4",,351,359,,1,10.2478/s11756-018-00178-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058851100&partnerID=40&md5=6ecafc5a5b36c0344e619d077ff9a6fb",Article,Final,Open Access,Scopus,2-s2.0-85058851100
"Fan, X., Cao, X., Chu, Y., Wu, P., Xue, S.","57202405798; 7403370495; 57026841100; 34772244600; 55422839600","The Light Regime Effect on Triacylglycerol Accumulation of Isochrysis zhangjiangensis",2019,"Journal of Ocean University of China",18,"2",,474,480,,,10.1007/s11802-019-3691-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065405444&partnerID=40&md5=64a34beb9e78d8181e074fa93e50d3f0",Article,Final,,Scopus,2-s2.0-85065405444
"Pan, Y.-H., Huang, C.-H., Lee, I.-S., Hsu, W.-T.","35225247000; 57208210312; 57208205773; 55744019000","Comparison of learning effects of merging TPSR respectively with sport education and traditional teaching model in high school physical education classes",2019,"Sustainability (Switzerland)",11,"7", 2057,,,,,10.3390/su1102057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064110946&partnerID=40&md5=a3f03a85cce307feb1647b2c93a8c701",Article,Final,,Scopus,2-s2.0-85064110946
"Zhao, X., Xu, W., Ma, J., Li, H., Chen, Y.","55648485100; 57203662424; 23051037700; 36696524200; 57206935061","An analysis of the relationship between driver characteristics and driving safety using structural equation models",2019,"Transportation Research Part F: Traffic Psychology and Behaviour",62,"",,529,545,,,10.1016/j.trf.2019.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062149741&partnerID=40&md5=091bec89b5fef123d0d23fee92bed2fb",Article,Final,,Scopus,2-s2.0-85062149741
"Hsieh, H.-C.","57204073559","Use of a Gaming Platform for Balance Training After a Stroke: A Randomized Trial",2019,"Archives of Physical Medicine and Rehabilitation",100,"4",,591,597,,,10.1016/j.apmr.2018.11.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058420778&partnerID=40&md5=373f97037599fbfee99a4c8e202419f4",Article,Final,,Scopus,2-s2.0-85058420778
"Chowdhury, S., Tiwari, R.C., Ghosh, S.","57203300239; 7202259463; 55479005600","Non-inferiority testing for risk ratio, odds ratio and number needed to treat in three-arm trial",2019,"Computational Statistics and Data Analysis",132,"",,70,83,,2,10.1016/j.csda.2018.08.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053924020&partnerID=40&md5=f79e50f8c0199a268aeceaec05300d69",Article,Final,,Scopus,2-s2.0-85053924020
"Gautam, M., Ahmed, M.","7005674454; 57201336930","Too small to be beautiful? The farm size and productivity relationship in Bangladesh",2019,"Food Policy",84,"",,165,175,,1,10.1016/j.foodpol.2018.03.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044391190&partnerID=40&md5=5e06b096d519d745d621eed00fd7ea7e",Article,Final,,Scopus,2-s2.0-85044391190
"Stawicki, S.P., Habeeb, K., Martin, N.D., O’Mara, M.S., Cipolla, J., Evans, D.C., Boulger, C., Sarani, B., Cook, C.H., Gupta, A., Hoff, W.S., Thomas, P.G., Jordan, J.M., Guo, W.A., Seamon, M.J.","6701825918; 35760285600; 7401810325; 57200988681; 8410133800; 55478752000; 55233611700; 16481199700; 24542409300; 57202697742; 7006735890; 57189253847; 55421782400; 55270758500; 6602163085","A seven-center examination of the relationship between monthly volume and mortality in trauma: a hypothesis-generating study",2019,"European Journal of Trauma and Emergency Surgery",45,"2",,281,288,,1,10.1007/s00068-018-0904-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042788828&partnerID=40&md5=aabfc721328d448b7090105567a096d8",Article,Final,,Scopus,2-s2.0-85042788828
"Papinutto, N., Henry, R.G.","8402019400; 7401911643","Evaluation of Intra- and Interscanner Reliability of MRI Protocols for Spinal Cord Gray Matter and Total Cross-Sectional Area Measurements",2019,"Journal of Magnetic Resonance Imaging",49,"4",,1078,1090,,1,10.1002/jmri.26269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052960983&partnerID=40&md5=1538606f71ea3d29a2f2c2976fe0ee64",Article,Final,Open Access,Scopus,2-s2.0-85052960983
"Young, V.K.H., Baeza, J.A., Blob, R.W.","55905175500; 55172975100; 6604045859","Comparative limb bone scaling in turtles: Phylogenetic transitions with changes in functional demands?",2019,"Journal of Morphology",280,"4",,593,603,,,10.1002/jmor.20968,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062357407&partnerID=40&md5=fa880d774095da0066791d66cb9b6d1a",Article,Final,,Scopus,2-s2.0-85062357407
"Kim, H., Kim, K.-W., Kim, M.-R., Lee, Y.J., Ha, I.-H., Shin, B.-C., Chung, W.-S., Song, M.-Y., Cho, J.-H.","55856793200; 55710560700; 55660889500; 56673063900; 55660224800; 7103027802; 57206969110; 9840542300; 57202300541","Clinical research on the clinical effectiveness and cost-effectiveness of Chuna manual therapy for temporomandibular disorder: A study protocol for a multicenter randomized controlled trial",2019,"European Journal of Integrative Medicine",27,"",,27,33,,,10.1016/j.eujim.2019.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062168628&partnerID=40&md5=6b7e7faac1edef9b2ed240bd7bfeb6b0",Article,Final,Open Access,Scopus,2-s2.0-85062168628
"Shi, D., Lee, T., Maydeu-Olivares, A.","57194439631; 55501755900; 6701542321","Understanding the Model Size Effect on SEM Fit Indices",2019,"Educational and Psychological Measurement",79,"2",,310,334,,8,10.1177/0013164418783530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049830095&partnerID=40&md5=b21248f48ec5e163bb42b65d72798596",Article,Final,Open Access,Scopus,2-s2.0-85049830095
"Hirsiger, C., Schmidlin, P.R., Michaelis, M., Hirsch, C., Attin, T., Heumann, C., Doméjean, S., Gernhardt, C.R.","57205601178; 55418823000; 57207849366; 7101825253; 7005564968; 24399142900; 8204292600; 6602598309","Efficacy of 8% arginine on dentin hypersensitivity: A multicenter clinical trial in 273 patients over 24 weeks",2019,"Journal of Dentistry",83,"",,1,6,,,10.1016/j.jdent.2019.01.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063032131&partnerID=40&md5=f194b71d990baadedbfccdf0e1bcffed",Article,Final,,Scopus,2-s2.0-85063032131
"Lyzwinski, L.N., Caffery, L., Bambling, M., Edirippulige, S.","55791833900; 24342871500; 13405933500; 8692861300","The mindfulness app trial for weight, weight-related behaviors, and stress in university students: randomized controlled trial",2019,"Journal of Medical Internet Research",21,"4", e12210,,,,1,10.2196/12210,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067873584&partnerID=40&md5=1230247d448560b467704ad703f0fed1",Article,Final,Open Access,Scopus,2-s2.0-85067873584
"Parsons, E., Koedel, C., Tan, L.","56103493800; 24503196900; 57193697578","Accounting for Student Disadvantage in Value-Added Models",2019,"Journal of Educational and Behavioral Statistics",44,"2",,144,179,,,10.3102/1076998618803889,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059347550&partnerID=40&md5=96882eb14974491c422c8082ef6b0291",Article,Final,,Scopus,2-s2.0-85059347550
"Ryu, Y.S., Park, J.S.","57209104666; 57190417535","Development and effect of evidence-based nursing practice guidelines for pain management in patients with dementia | 치매 환자의 통증관리를 위한 근거중심 실무지침 개발 및 효과검증",2019,"Korean Journal of Adult Nursing",31,"2",,176,189,,,10.7475/kjan.2019.31.2.176,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066475648&partnerID=40&md5=e4fbc6bdded1161ec26b74fc858f963b",Article,Final,,Scopus,2-s2.0-85066475648
"Themanson, J.R., Bing, N.J., Sheese, B.E., Pontifex, M.B.","14047511500; 57208790647; 6506522315; 57202750563","The influence of pitch-by-pitch feedback on neural activity and pitch perception in baseball",2019,"Journal of Sport and Exercise Psychology",41,"2",,65,72,,,10.1123/jsep.2018-0165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065809399&partnerID=40&md5=a8d303be75a5c5856bd9b161db637cd4",Article,Final,,Scopus,2-s2.0-85065809399
"Lockard, A.J., Hayes, J.A., Locke, B.D., Bieschke, K.J., Castonguay, L.G.","55386138100; 7403555164; 8650609500; 6603742398; 7003941690","Helping Those Who Help Themselves: Does Counseling Enhance Retention?",2019,"Journal of Counseling and Development",97,"2",,128,139,,,10.1002/jcad.12244,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062824866&partnerID=40&md5=8e11e05e6ba70f980e8f7abccd492888",Article,Final,,Scopus,2-s2.0-85062824866
"Wallace, J., Covassin, T., Beidler, E.","55946309000; 6507350929; 56975520900","Concussion Bingo: Taking an active learning approach to concussion education with vulnerable populations",2019,"Health Education Journal",78,"3",,315,327,,,10.1177/0017896918806935,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059687991&partnerID=40&md5=e29d2e9355002f4c00d62731ea7c62e7",Article,Final,,Scopus,2-s2.0-85059687991
"Van de Wijer, L., Mchaile, D.N., de Mast, Q., Mmbaga, B.T., Rommelse, N.N.J., Duinmaijer, A., van der Ven, A.J.A.M., Schellekens, A.F.A., Kinabo, G.D.","56300929400; 57022004300; 13610420200; 34873186100; 14720195600; 57191190348; 35448463700; 14323807600; 14037551000","Neuropsychiatric symptoms in Tanzanian HIV-infected children receiving long-term efavirenz treatment: a multicentre, cross-sectional, observational study",2019,"The Lancet HIV",6,"4",,e250,e258,,2,10.1016/S2352-3018(18)30329-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063524888&partnerID=40&md5=cf4dc68593647b79e21003b8f6dfc93a",Article,Final,,Scopus,2-s2.0-85063524888
"Zhao, Y.","57205634766","Testing the Measurement Invariance of Nativism*",2019,"Social Science Quarterly",100,"2",,419,429,,,10.1111/ssqu.12594,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060871447&partnerID=40&md5=4355ee5360c4fd043b669bdf8e157959",Article,Final,,Scopus,2-s2.0-85060871447
