Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Sherk, V.D., Carpenter, R.D., Giles, E.D., Higgins, J.A., Oljira, R.M., Johnson, G.C., Mills, S., Maclean, P.S.","24725837200;8688113600;36888671600;7402119725;57193918809;7405718530;57192949597;7006688092;","Ibuprofen before Exercise Does Not Prevent Cortical Bone Adaptations to Training",2017,"Medicine and Science in Sports and Exercise","49","5",,"888","895",,,"10.1249/MSS.0000000000001194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009358056&doi=10.1249%2fMSS.0000000000001194&partnerID=40&md5=7d69eb6a70ea708b9163f6b9414d924c",Article,"Final",,Scopus,2-s2.0-85009358056
"Senin, T., Franz, M., Deuschle, M., Bergemann, N., Kammerer-Ciernioch, J., Lautenschlager, M., Meyer, T.","57194015907;55954134400;7004091882;55937949800;24476979100;8762591200;25621963800;","QLiS-SF: Development of a short form of the quality of life in schizophrenia questionnaire",2017,"BMC Psychiatry","17","1", 149,"","",,1,"10.1186/s12888-017-1307-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018300796&doi=10.1186%2fs12888-017-1307-1&partnerID=40&md5=e5adbdda4f9659a205e9a1aedc5a1f3c",Article,"Final",Open Access,Scopus,2-s2.0-85018300796
"Chayinska, M., Minescu, A., McGarty, C.","57194025490;24166623700;6701804076;","'The more we stand for-The more we fight for': Compatibility and legitimacy in the effects of multiple social identities",2017,"Frontiers in Psychology","8","APR", 642,"","",,7,"10.3389/fpsyg.2017.00642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018365917&doi=10.3389%2ffpsyg.2017.00642&partnerID=40&md5=76d182fc6b0761a9e3224de733c240de",Article,"Final",Open Access,Scopus,2-s2.0-85018365917
"Buendia, R., Zambrano, M.","49662947300;55445341000;","Efficacy of olmesartan amlodipine in Colombian hypertensive patients (soat study)",2017,"BMC Research Notes","10","1", 164,"","",,,"10.1186/s13104-017-2486-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018652727&doi=10.1186%2fs13104-017-2486-z&partnerID=40&md5=d3fef1bf26fc9a417cc3bb82c578a954",Article,"Final",Open Access,Scopus,2-s2.0-85018652727
"Hewett, Z.L., Pumpa, K.L., Smith, C.A., Fahey, P.P., Cheema, B.S.","55276638200;49964467800;55555239900;7006775369;15749791900;","Effect of a 16-week Bikram yoga program on heart rate variability and associated cardiovascular disease risk factors in stressed and sedentary adults: A randomized controlled trial",2017,"BMC Complementary and Alternative Medicine","17","1", 226,"","",,3,"10.1186/s12906-017-1740-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018488304&doi=10.1186%2fs12906-017-1740-1&partnerID=40&md5=4033bfbffd5d996e8e709fa97a76efb8",Article,"Final",Open Access,Scopus,2-s2.0-85018488304
"Fiorella, K.J., Milner, E.M., Salmen, C.R., Hickey, M.D., Omollo, D.O., Odhiambo, A., Mattah, B., Bukusi, E.A., Fernald, L.C.H., Brashares, J.S.","35368559500;56519546700;37102760100;56089360600;56089497900;57193953303;56089180300;6507523123;6602092959;6602913857;","Human health alters the sustainability of fishing practices in East Africa",2017,"Proceedings of the National Academy of Sciences of the United States of America","114","16",,"4171","4176",,6,"10.1073/pnas.1613260114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017587975&doi=10.1073%2fpnas.1613260114&partnerID=40&md5=7a51d9a33a21a3e41344ee24325d112a",Article,"Final",Open Access,Scopus,2-s2.0-85017587975
"Ishii, K., Shibata, A., Adachi, M., Mano, Y., Oka, K.","26039172400;25936926700;17345274400;56379752200;8329403100;","School grade and sex differences in domain-specific sedentary behaviors among Japanese elementary school children: A cross-sectional study",2017,"BMC Public Health","17","1", 318,"","",,2,"10.1186/s12889-017-4221-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018483280&doi=10.1186%2fs12889-017-4221-z&partnerID=40&md5=14b17721383aaa325e6aef0bc02ab34e",Article,"Final",Open Access,Scopus,2-s2.0-85018483280
"Kashou, N.H., Dar, I.A., El-Mahdy, M.A., Pluto, C., Smith, M., Gulati, I.K., Lo, W., Jadcherla, S.R.","23389649200;56241570000;8948868900;57021640900;55698430400;55503457100;8964933400;6602769203;","Brain lesions among orally fed and gastrostomy-fed dysphagic preterm infants: Can routine qualitative or volumetric quantitative magnetic resonance imaging predict feeding outcomes?",2017,"Frontiers in Pediatrics","5",, 73,"","",,1,"10.3389/fped.2017.00073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042055817&doi=10.3389%2ffped.2017.00073&partnerID=40&md5=57ff43a059c31a88f9823e5dae0b3836",Article,"Final",Open Access,Scopus,2-s2.0-85042055817
"Bakdash, J.Z., Marusich, L.R.","6504035313;26326440700;","Repeated measures correlation",2017,"Frontiers in Psychology","8","MAR", 456,"","",,74,"10.3389/fpsyg.2017.00456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018322108&doi=10.3389%2ffpsyg.2017.00456&partnerID=40&md5=cd6b5cccb911e39c694042f8f6620d52",Article,"Final",Open Access,Scopus,2-s2.0-85018322108
"Trujillo, S., Trujillo, N., Lopez, J.D., Gomez, D., Valencia, S., Rendon, J., Pineda, D.A., Parra, M.A.","55976435700;36928617300;37561488000;56730027300;57193610373;57193676645;7005872104;24764940500;","Social cognitive training improves emotional processing and reduces aggressive attitudes in Ex-combatants",2017,"Frontiers in Psychology","8","MAR", 510,"","",,4,"10.3389/fpsyg.2017.00510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018365299&doi=10.3389%2ffpsyg.2017.00510&partnerID=40&md5=bb3de22523c674123aac82f01b5968f6",Article,"Final",Open Access,Scopus,2-s2.0-85018365299
"Zanato, S., Traverso, A., Tremolada, M., Sinatora, F., Porreca, A., Pozziani, G., Di Florio, N., Capello, F., Marzollo, A., Tumino, M., Cattelan, C., Basso, G., Messina, C.","57207673121;26533519100;10145002900;57194039165;57188830443;35741660300;57194044546;10143399500;56959020200;35739445600;57205034457;7007045831;7101726965;","Psychopathological aspects in Childhood Hematopoietic Stem Cell Transplantation (HSCT): The perception of parents and adolescents",2017,"Frontiers in Psychology","8","MAR", 272,"","",,4,"10.3389/fpsyg.2017.00272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018433567&doi=10.3389%2ffpsyg.2017.00272&partnerID=40&md5=edf135c99c48dda40aa14b7bcc61fb6c",Article,"Final",Open Access,Scopus,2-s2.0-85018433567
"Dhillon, G.S., Van Rees, K.C.J.","55670758200;7003625138;","Distribution of soil organic carbon in the light and heavy fractions for six shelterbelt species and their adjacent agricultural fields in Saskatchewan",2017,"Canadian Journal of Soil Science","97","4",,"732","744",,,"10.1139/cjss-2017-0010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035316059&doi=10.1139%2fcjss-2017-0010&partnerID=40&md5=7039ca287016917d7f2e8c6448c86f7c",Article,"Final",,Scopus,2-s2.0-85035316059
"Owen, D.A., Griffith, N., Hutchings, J.","7402420999;55842165500;7101693495;","Evaluation of the COPING parent online universal programme: Study protocol for a pilot randomised controlled trial",2017,"BMJ Open","7","4", e013381,"","",,1,"10.1136/bmjopen-2016-013381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018742340&doi=10.1136%2fbmjopen-2016-013381&partnerID=40&md5=674ac97f4f9fde3876477b8e51db77b3",Article,"Final",Open Access,Scopus,2-s2.0-85018742340
"Merciai, R., Molons-Sierra, C., Sabater, S., García-Berthou, E.","55070772300;57193957061;7006947959;57191914810;","Water abstraction affects abundance, sizestructure and growth of two threatened cyprinid fishes",2017,"PLoS ONE","12","4", e0175932,"","",,1,"10.1371/journal.pone.0175932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017589412&doi=10.1371%2fjournal.pone.0175932&partnerID=40&md5=b21437f25756e49016786139998e0660",Article,"Final",Open Access,Scopus,2-s2.0-85017589412
"Malakouti, J., Jabbari, F., Asghari-Jafarabadi, M., Javadzadeh, Y., Farshbaf-Khalili, A.","54894416400;57189062292;25960660100;6507607695;56515334000;","The Impact of ginkgo biloba tablet and aromatherapy inhaler combination on sexual function in females during postmenopausal period: A double-Blind randomized controlled trial",2017,"International Journal of Women's Health and Reproduction Sciences","5","2",,"129","136",,2,"10.15296/ijwhr.2017.24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013067903&doi=10.15296%2fijwhr.2017.24&partnerID=40&md5=4460445cb54458004e50103994648048",Article,"Final",Open Access,Scopus,2-s2.0-85013067903
"Ye, Y., Wagner, M.M., Cooper, G.F., Ferraro, J.P., Su, H., Gesteland, P.H., Haug, P.J., Millett, N.E., Aronis, J.M., Nowalk, A.J., Ruiz, V.M., Pineda, A.L., Shi, L., Van Bree, R., Ginter, T., Tsui, F.","55609265400;7404049687;7402356187;55637067700;56028252800;6603265917;24480894300;49962141400;6602929693;6603104586;57193823733;57197894611;57193834276;7004451541;55147105200;7006389381;","A study of the transferability of influenza case detection systems between two large healthcare systems",2017,"PLoS ONE","12","4", e0174970,"","",,3,"10.1371/journal.pone.0174970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017025499&doi=10.1371%2fjournal.pone.0174970&partnerID=40&md5=0d8027ef2c9a848c263892ab4a1cd12c",Article,"Final",Open Access,Scopus,2-s2.0-85017025499
"Navidian, A., Sarasiyabi, A.S., Koochakzai, M.","54584148100;57188743368;57193338719;","The effect of home-based supportive-educational counseling on primigravidas’ postpartum stress",2017,"International Journal of Women's Health and Reproduction Sciences","5","2",,"112","118",,,"10.15296/ijwhr.2017.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013037517&doi=10.15296%2fijwhr.2017.21&partnerID=40&md5=2f8dfc5495adff679ddfc8025f1b847f",Article,"Final",Open Access,Scopus,2-s2.0-85013037517
"Wang, Y., Lin, M., Gao, X., Pedram, P., Du, J., Vikram, C., Gulliver, W., Zhang, H., Sun, G.","56769244400;55652701100;56491837800;55843702300;8905464700;57193836494;6701758508;57045394600;8689399700;","High dietary selenium intake is associated with less insulin resistance in the Newfoundland population",2017,"PLoS ONE","12","4", e0174149,"","",,9,"10.1371/journal.pone.0174149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016937265&doi=10.1371%2fjournal.pone.0174149&partnerID=40&md5=2fcac1ded7c6b788ffd147277ac15d06",Article,"Final",Open Access,Scopus,2-s2.0-85016937265
"Azhar, N.N.Z.B.A., Ghazali, P.L.B., Mamat, M.B., Abdullah, Y.B., Mahmud, S.B., Lambak, S.B., Sulong, Z.B., Foziah, N.H.B.M., Latif, A.Z.B.A.","57194041949;54396989700;35761412000;57193700993;57194046558;55785232000;37125000500;57193689665;57194034075;","Acceptance of integrated modification model of auto takaful insurance in Malaysia",2017,"Far East Journal of Mathematical Sciences","101","8",,"1771","1784",,2,"10.17654/MS101081771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018397220&doi=10.17654%2fMS101081771&partnerID=40&md5=b4944ef1c35b62c6baea9d3239a16ea7",Article,"Final",,Scopus,2-s2.0-85018397220
"Tuulaikhuu, B.-A., Guasch, H., García-Berthou, E.","56747987900;6701477629;57191914810;","Examining predictors of chemical toxicity in freshwater fish using the random forest technique",2017,"Environmental Science and Pollution Research","24","11",,"10172","10181",,1,"10.1007/s11356-017-8667-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014369028&doi=10.1007%2fs11356-017-8667-4&partnerID=40&md5=46b5cd36450dc6c42aaff66a5e495b2a",Article,"Final",,Scopus,2-s2.0-85014369028
"Ülen, S., Gerlič, I., Slavinec, M., Repnik, R.","55151445300;6507631826;6506261002;8584105600;","Evaluating the Effectiveness of Physlet-Based Materials in Supporting Conceptual Learning About Electricity",2017,"Journal of Science Education and Technology","26","2",,"151","160",,,"10.1007/s10956-016-9661-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995784079&doi=10.1007%2fs10956-016-9661-1&partnerID=40&md5=e4ff98d23a36870f611018c32d3cb4b6",Article,"Final",,Scopus,2-s2.0-84995784079
"Flora, D.B., Flake, J.K.","10340073000;56584164500;","The purpose and practice of exploratory and confirmatory factor analysis in psychological research: Decisions for scale development and validation",2017,"Canadian Journal of Behavioural Science","49","2",,"78","88",,14,"10.1037/cbs0000069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018865675&doi=10.1037%2fcbs0000069&partnerID=40&md5=5f444c58a921740a6ccf784909bfda14",Article,"Final",,Scopus,2-s2.0-85018865675
"Berntsen, S., Aaronson, N.K., Buffart, L., Börjeson, S., Demmelmaier, I., Hellbom, M., Hojman, P., Igelström, H., Johansson, B., Pingel, R., Raastad, T., Velikova, G., Åsenlöf, P., Nordin, K.","8962981100;16940772000;11540157300;6603158738;25631749700;6507284082;17342083100;55233808600;35492707600;55945024300;6601945194;6603064022;8066823200;7003483407;","Design of a randomized controlled trial of physical training and cancer (Phys-Can) - the impact of exercise intensity on cancer related fatigue, quality of life and disease outcome",2017,"BMC Cancer","17","1", 218,"","",,1,"10.1186/s12885-017-3197-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016156353&doi=10.1186%2fs12885-017-3197-5&partnerID=40&md5=d0f5f8af789c53c19161e497c776fb5e",Article,"Final",Open Access,Scopus,2-s2.0-85016156353
"Zhao, J., Li, S., Wang, L., Jiang, L., Yang, R., Cui, Y.","57193732612;57207249322;55721288600;57206903594;55912158300;8636251200;","Genome-wide random regression analysis for parent-of-origin effects of body composition allometries in mouse",2017,"Scientific Reports","7",, 45191,"","",,1,"10.1038/srep45191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016149128&doi=10.1038%2fsrep45191&partnerID=40&md5=a1ba537c5298c2d53208cfc215400f11",Article,"Final",Open Access,Scopus,2-s2.0-85016149128
"Iijima, H., Fukutani, N., Isho, T., Yamamoto, Y., Hiraoka, M., Miyanobu, K., Jinnouchi, M., Kaneda, E., Aoyama, T., Kuroki, H., Matsuda, S.","55621612600;55866802200;56587949400;57188662984;57188663428;57188668705;57188661701;6603773095;7401941055;8355844900;7402189921;","Changes in clinical symptoms and functional disability in patients with coexisting patellofemoral and tibiofemoral osteoarthritis: A 1-year prospective cohort study",2017,"BMC Musculoskeletal Disorders","18","1", 126,"","",,3,"10.1186/s12891-017-1486-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016103678&doi=10.1186%2fs12891-017-1486-4&partnerID=40&md5=f37c74c6354b39989308ee0adf22189b",Article,"Final",Open Access,Scopus,2-s2.0-85016103678
"Fasasi, R.A.","57193667325;","Effects of ethnoscience instruction, school location, and parental educational status on learners’ attitude towards science",2017,"International Journal of Science Education","39","5",,"548","564",,1,"10.1080/09500693.2017.1296599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015622256&doi=10.1080%2f09500693.2017.1296599&partnerID=40&md5=38473f5e4489c513b50de36a6fca5f96",Article,"Final",,Scopus,2-s2.0-85015622256
"Guo, T., Yin, R.-X., Pan, L., Yang, S., Miao, L., Huang, F.","55857602300;36057664800;55277734200;57193731935;36627378200;56710820300;","Integrative variants, haplotypes and diplotypes of the CAPN3 and FRMD5 genes and several environmental exposures associate with serum lipid variables",2017,"Scientific Reports","7",, 45119,"","",,2,"10.1038/srep45119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016148160&doi=10.1038%2fsrep45119&partnerID=40&md5=91052c1f98c338fa9d9225edb5792ab3",Article,"Final",Open Access,Scopus,2-s2.0-85016148160
"Grönholm-Nyman, P., Soveri, A., Rinne, J.O., Ek, E., Nyholm, A., Neely, A.S., Laine, M.","26538676700;26028708900;56425420700;57193890646;57193891296;7005262435;55596160900;","Limited effects of set shifting training in healthy older adults",2017,"Frontiers in Aging Neuroscience","9","MAR", 69,"","",,4,"10.3389/fnagi.2017.00069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017390114&doi=10.3389%2ffnagi.2017.00069&partnerID=40&md5=4001b1c14a75a3a545bc4fa3eaa9b11b",Article,"Final",Open Access,Scopus,2-s2.0-85017390114
"Salis, R.K., Bruder, A., Piggott, J.J., Summerfield, T.C., Matthaei, C.D.","56255156200;40661072400;24529046200;6508360376;6701355962;","High-throughput amplicon sequencing and stream benthic bacteria: Identifying the best taxonomic level for multiple-stressor research",2017,"Scientific Reports","7",, 44657,"","",,9,"10.1038/srep44657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016008442&doi=10.1038%2fsrep44657&partnerID=40&md5=c084d779c13be86e06ecb21feb50e5fc",Article,"Final",Open Access,Scopus,2-s2.0-85016008442
"McCaskey, U., von Aster, M., O’Gorman Tuura, R., Kucian, K.","57190443176;6701461995;7003735078;16241981900;","Adolescents with developmental dyscalculia do not have a generalized magnitude deficit – Processing of discrete and continuous magnitudes",2017,"Frontiers in Human Neuroscience","11",, 102,"","",,5,"10.3389/fnhum.2017.00102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018318599&doi=10.3389%2ffnhum.2017.00102&partnerID=40&md5=326aed5757cd2322c31151d7716959c4",Article,"Final",Open Access,Scopus,2-s2.0-85018318599
"Knaeps, S., Bourgois, J.G., Charlier, R., Mertens, E., Lefevre, J.","56971619700;7006075759;56354683700;56354652300;7201749780;","Associations between physical activity and health-related fitness–volume versus pattern",2017,"Journal of Sports Sciences","35","6",,"539","546",,1,"10.1080/02640414.2016.1178393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964670009&doi=10.1080%2f02640414.2016.1178393&partnerID=40&md5=9d558ba336c8d2d3563a98492d3e6741",Article,"Final",,Scopus,2-s2.0-84964670009
"Philby, M.F., Macey, P.M., Ma, R.A., Kumar, R., Gozal, D., Kheirandish-Gozal, L.","56815005300;14834343100;57193630310;57092301200;34975080100;14060157400;","Reduced regional grey matter volumes in pediatric obstructive sleep apnea",2017,"Scientific Reports","7",, 44566,"","",,14,"10.1038/srep44566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015328699&doi=10.1038%2fsrep44566&partnerID=40&md5=d3499ea6ea3133bde3404133ec73b07e",Article,"Final",Open Access,Scopus,2-s2.0-85015328699
"Funk, M., Wimmer, R., Adamopoulos, S.","56072724700;7005403402;56232096200;","Diatomaceous earth as an inorganic additive to reduce formaldehyde emissions from particleboards",2017,"Wood Material Science and Engineering","12","2",,"92","97",,3,"10.1080/17480272.2015.1040066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932108839&doi=10.1080%2f17480272.2015.1040066&partnerID=40&md5=67891988cf84bc235d55d0da2c14bcba",Article,"Final",,Scopus,2-s2.0-84932108839
"Schultz, K., Seidl, H., Jelusic, D., Wagner, R., Wittmann, M., Faller, H., Nowak, D., Schuler, M.","56211747200;36125355000;57189374522;57193554737;7004969573;55412462600;7201764407;24073547300;","Effectiveness of pulmonary rehabilitation for patients with asthma: Study protocol of a randomized controlled trial (EPRA)",2017,"BMC Pulmonary Medicine","17","1", 49,"","",,7,"10.1186/s12890-017-0389-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014854113&doi=10.1186%2fs12890-017-0389-3&partnerID=40&md5=1d59e16f943e35a10e23add2ce2f912d",Article,"Final",Open Access,Scopus,2-s2.0-85014854113
"Pfeiffer, K., Hautzinger, M., Patak, M., Grünwald, J., Becker, C., Albrecht, D.","25926055800;55865190800;54416215100;56002575300;7402823061;56927802000;","Problem-solving in caregiver-counselling (PLiP Study): Study protocol of a cluster randomized pragmatic trial",2017,"BMC Geriatrics","17","1", 64,"","",,1,"10.1186/s12877-017-0456-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014696246&doi=10.1186%2fs12877-017-0456-x&partnerID=40&md5=895149902bc822d3ea05a173d0e99aac",Article,"Final",Open Access,Scopus,2-s2.0-85014696246
"Park, J.M., Noh, G.Y.","57203230235;56100010700;","Effects of the interactivity of mobile fitness application on exercise self efficacy and attitude",2017,"Advanced Science Letters","23","3",,"1677","1681",,1,"10.1166/asl.2017.8622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018616743&doi=10.1166%2fasl.2017.8622&partnerID=40&md5=22d1cd43acef7adc068ba250ef582097",Article,"Final",,Scopus,2-s2.0-85018616743
"Kato, A., Fujimaki, Y., Fujimori, S., Isogawa, A., Onishi, Y., Suzuki, R., Yamauchi, T., Ueki, K., Kadowaki, T., Hashimoto, H.","56549435200;55794203100;35454069500;6507742646;7101672291;55624479055;35370926900;35377456200;55460247700;55548855000;","Psychological and behavioural patterns of stigma among patients with type 2 diabetes: A cross-sectional study",2017,"BMJ Open","7","3", 013425,"","",,1,"10.1136/bmjopen-2016-013425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016487929&doi=10.1136%2fbmjopen-2016-013425&partnerID=40&md5=34d10beb1951d1bf14dda2582b8d6ae8",Article,"Final",Open Access,Scopus,2-s2.0-85016487929
"Pinion, C., Brewer, S., Douphrate, D., Whitehead, L., DelliFraine, J., Taylor, W.C., Klyza, J.","56165493800;14622228500;15061026600;7005529292;8410158200;7402890365;52263695700;","The impact of job control on employee perception of management commitment to safety",2017,"Safety Science","93",,,"70","75",,5,"10.1016/j.ssci.2016.11.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999041216&doi=10.1016%2fj.ssci.2016.11.015&partnerID=40&md5=7a1abadfe43e143c43e3455ec5aa7ed7",Article,"Final",,Scopus,2-s2.0-84999041216
"Henriksen, M., Klokker, L., Bartholdy, C., Schjoedt-Jorgensen, T., Bandak, E., Bliddal, H.","7005236396;55884404600;55883762600;57203058002;55511284100;7006730326;","No effects of functional exercise therapy on walking biomechanics in patients with knee osteoarthritis: Exploratory outcome analyses from a randomised trial",2017,"BMJ Open Sport and Exercise Medicine","2","1", 000230,"","",,3,"10.1136/bmjsem-2017-000230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050378870&doi=10.1136%2fbmjsem-2017-000230&partnerID=40&md5=d0a8eb0ab3f13e1b6c352669e7767044",Article,"Final",Open Access,Scopus,2-s2.0-85050378870
"Chen, W., Xu, J., Zhou, J., Gu, Z., Huang, S., Li, H., Qin, Z., Yu, X.","56092917900;37125750900;57193708616;57193705780;56058183000;57193708909;57193712592;7404114136;","Thickness of retinal layers in the foveas of children with anisometropic amblyopia",2017,"PLoS ONE","12","3", e0174537,"","",,6,"10.1371/journal.pone.0174537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016085112&doi=10.1371%2fjournal.pone.0174537&partnerID=40&md5=20cc4e4d89f6ef1caa22a993e3f9bd51",Article,"Final",Open Access,Scopus,2-s2.0-85016085112
"Ahn, C., Lee, J., Oh, J., Song, Y., Chee, Y., Lim, T.H., Kang, H., Shin, H.","56797382200;57093128600;53878311700;54788369200;7005377841;36247708900;36647525700;57193806427;","Effectiveness of feedback with a smartwatch for high-quality chest compressions during adult cardiac arrest: A randomized controlled simulation study",2017,"PLoS ONE","12","4", e0169046,"","",,10,"10.1371/journal.pone.0169046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016824707&doi=10.1371%2fjournal.pone.0169046&partnerID=40&md5=c6ff0d4051bf73f87062077bdac23c15",Article,"Final",Open Access,Scopus,2-s2.0-85016824707
"Lulic, T., El-Sayes, J., Fassett, H.J., Nelson, A.J.","56652550100;57193027917;57193554505;7401443379;","Physical activity levels determine exerciseinduced changes in brain excitability",2017,"PLoS ONE","12","3", e0173672,"","",,18,"10.1371/journal.pone.0173672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014836305&doi=10.1371%2fjournal.pone.0173672&partnerID=40&md5=7be884b0a1c588b7aea3f029919e8edd",Article,"Final",Open Access,Scopus,2-s2.0-85014836305
"Sternberg, M., Golodets, C., Gutman, M., Perevolotsky, A., Kigel, J., Henkin, Z.","7101911168;20734084800;7102045452;54890580000;35615017800;6602735642;","No precipitation legacy effects on above-ground net primary production and species diversity in grazed Mediterranean grassland: a 21-year experiment",2017,"Journal of Vegetation Science","28","2",,"260","269",,5,"10.1111/jvs.12478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015907496&doi=10.1111%2fjvs.12478&partnerID=40&md5=99b7730a2251ecdc83dde0209bb10e2f",Article,"Final",,Scopus,2-s2.0-85015907496
"Hunsaker, W.D., Nam, J.G.","55974245100;57194066907;","Counterproductive work behavior: Mitigating role of spiritual leadership",2017,"Advanced Science Letters","23","3",,"1656","1659",,1,"10.1166/asl.2017.8608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018609713&doi=10.1166%2fasl.2017.8608&partnerID=40&md5=7e7e7d6d0efeec5261d26f593609b7db",Article,"Final",,Scopus,2-s2.0-85018609713
"Chmiel, N., Laurent, J., Hansez, I.","6603055679;56548197000;6507556406;","Employee perspectives on safety citizenship behaviors and safety violations",2017,"Safety Science","93",,,"96","107",,9,"10.1016/j.ssci.2016.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002342348&doi=10.1016%2fj.ssci.2016.11.014&partnerID=40&md5=d0ba7817aaa26aed1bbb69befcea62dc",Article,"Final",,Scopus,2-s2.0-85002342348
"Purhonen, S., Heikkilä, R.","36015401100;36986952000;","Food, music and politics: The interweaving of culinary taste patterns, ‘highbrow’ musical taste and conservative attitudes in Finland",2017,"Social Science Information","56","1",,"74","97",,3,"10.1177/0539018416675072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012236960&doi=10.1177%2f0539018416675072&partnerID=40&md5=7b1105ed3541756bc525ff653ec94572",Article,"Final",,Scopus,2-s2.0-85012236960
"Hopkins, S., Sampson, G.P., Hendicott, P.L., Wood, J.M.","55449831800;15751461000;26667643300;7404353092;","Vision problems and reduced reading outcomes in Queensland schoolchildren",2017,"Optometry and Vision Science","94","3",,"345","352",,2,"10.1097/OPX.0000000000001032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009371972&doi=10.1097%2fOPX.0000000000001032&partnerID=40&md5=b4b53b5e008d3ae6b9de62e93473c14f",Article,"Final",,Scopus,2-s2.0-85009371972
"Rostami-Moez, M., Rezapur-Shahkolai, F., Hazavehei, S.M.M., Karami, M., Karimi-Shahanjarini, A., Nazem, F.","56807233000;24780947400;16064006800;26655761400;36621683600;14424283900;","Effect of educational program, based on PRECEDE and trans-theoretical models, on preventing decline in regular physical activity and improving it among students",2017,"Journal of Research in Health Sciences","17","2", e00375,"","",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018718607&partnerID=40&md5=ae2d914297d6bb631633751f305820f6",Article,"Final",,Scopus,2-s2.0-85018718607
"Manuri, S., Brack, C., Rusolono, T., Noor’an, F., Verchot, L., Maulana, S.I., Adinugroho, W.C., Kurniawan, H., Sukisno, D.W., Kusuma, G.A., Budiman, A., Anggono, R.S., Siregar, C.A., Onrizal, O., Yuniati, D., Soraya, E.","56403311700;7005515883;57193557141;57193558226;6604066465;57193557354;57193552889;57193558098;57193557393;57193555115;57193552536;57193551878;43661890800;30567573400;57193556312;57190164505;","Effect of species grouping and site variables on aboveground biomass models for lowland tropical forests of the Indo-Malay region",2017,"Annals of Forest Science","74","1", 23,"","",,2,"10.1007/s13595-017-0618-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014842871&doi=10.1007%2fs13595-017-0618-1&partnerID=40&md5=029d21a4f934987196443a322046b207",Article,"Final",Open Access,Scopus,2-s2.0-85014842871
"Silk, L.N., Greene, D.A., Baker, M.K., Jander, C.B.","55295523100;9233460800;15756940000;55573616600;","The effect of calcium and vitamin D supplementation on bone health of male Jockeys",2017,"Journal of Science and Medicine in Sport","20","3",,"225","229",,2,"10.1016/j.jsams.2016.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997207411&doi=10.1016%2fj.jsams.2016.08.004&partnerID=40&md5=69e67553693a053ffcaf58b805f221c0",Article,"Final",,Scopus,2-s2.0-84997207411
